player_slot,team_number,team_slot,hero_id,item_0,item_1,item_2,item_3,item_4,item_5,backpack_0,backpack_1,backpack_2,item_neutral,item_neutral2,kills,deaths,assists,leaver_status,last_hits,denies,gold_per_min,xp_per_min,level,net_worth,aghanims_scepter,aghanims_shard,moonshard,hero_damage,tower_damage,hero_healing,gold,gold_spent,ability_upgrades_arr,rank_tier,computed_mmr,start_time,duration,game_mode,patch,isRadiant,win,total_gold,total_xp,kills_per_min,kda,abandons,benchmarks,match_id,hero_name,item_0_name,item_1_name,item_2_name,item_3_name,item_4_name,item_5_name,backpack_0_name,backpack_1_name,backpack_2_name,item_neutral_name,item_neutral2_name
4,0,4,53,63,108,250,86,26,36,240,111,0,1603,1586,11,13,7,0,214,4,554,689,21,19292,0,0,0,29233,801,535,292,21005,"[5245, 5246, 5245, 5246, 5245, 5248, 5245, 5246, 5246, 5247, 5248, 5247, 470, 5247, 5247, 1620, 5248, 927]",54,3766.99,1764303887,2241,22,58,True,0,20691,25734,0.2945113788487282,1.29,0,"{'gold_per_min': {'raw': 554, 'pct': 0.5250379362670713}, 'xp_per_min': {'raw': 689, 'pct': 0.5417298937784522}, 'kills_per_min': {'raw': 0.29451137884872824, 'pct': 0.8179059180576631}, 'last_hits_per_min': {'raw': 5.729585006693441, 'pct': 0.456752655538695}, 'hero_damage_per_min': {'raw': 782.6773761713521, 'pct': 0.7101669195751138}, 'hero_healing_per_min': {'raw': 14.3239625167336, 'pct': 0.5614567526555387}, 'tower_damage': {'raw': 801, 'pct': 0.2883156297420334}}",8579869802,Nature's Prophet,Power Treads,Aghanim's Scepter,Bloodthorn,Buckler,Morbid Mask,Magic Wand,Orb of Blight,Assault Cuirass Recipe,,Gunpowder Gauntlet,Tough
130,1,2,35,108,63,263,7,485,36,20,134,0,1603,1586,5,9,15,0,171,16,459,582,20,16468,0,1,0,29988,717,0,1913,15105,"[5154, 5155, 5154, 5155, 5154, 5157, 5154, 5155, 5155, 5156, 5156, 5157, 5156, 928, 6305, 5156, 5157]",54,3766.99,1764219746,2280,22,58,False,0,17442,22116,0.131578947368421,2.0,0,"{'gold_per_min': {'raw': 459, 'pct': 0.3697657913413769}, 'xp_per_min': {'raw': 582, 'pct': 0.3307310149041874}, 'kills_per_min': {'raw': 0.13157894736842105, 'pct': 0.21646557842441447}, 'last_hits_per_min': {'raw': 4.5, 'pct': 0.3697657913413769}, 'hero_damage_per_min': {'raw': 789.1578947368421, 'pct': 0.5578424414478353}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9240596167494677}, 'tower_damage': {'raw': 717, 'pct': 0.298083747338538}}",8578436312,Sniper,Aghanim's Scepter,Power Treads,Hurricane Pike,Javelin,Blitz Knuckles,Magic Wand,Circlet,Monkey King Bar Recipe,,Gunpowder Gauntlet,Tough
4,0,4,7,180,102,1,235,0,36,0,0,0,1602,1583,4,8,13,0,114,1,427,530,18,14795,0,1,0,15233,1050,0,2195,12840,"[5023, 5024, 5025, 5025, 5025, 5026, 5023, 5025, 5023, 5023, 5024, 5026, 5024, 5024, 858, 744, 5026]",54,3766.99,1764137001,2091,22,58,True,1,14880,18470,0.1147776183644189,1.89,0,"{'gold_per_min': {'raw': 427, 'pct': 0.5162907268170426}, 'xp_per_min': {'raw': 530, 'pct': 0.3233082706766917}, 'kills_per_min': {'raw': 0.11477761836441894, 'pct': 0.40225563909774437}, 'last_hits_per_min': {'raw': 3.2711621233859396, 'pct': 0.40852130325814534}, 'hero_damage_per_min': {'raw': 437.10186513629844, 'pct': 0.2807017543859649}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.8471177944862155}, 'tower_damage': {'raw': 1050, 'pct': 0.6303258145363408}}",8577036750,Earthshaker,Arcane Boots,Force Staff,Blink Dagger,Octarine Core,,Magic Wand,,,,Gale Guard,Mystical
129,1,1,71,50,37,610,0,0,34,0,0,0,359,1577,3,4,26,0,49,2,368,604,18,11161,0,0,0,12879,378,0,1161,10330,"[5355, 5353, 5353, 5355, 5353, 5356, 5353, 5355, 5355, 7301, 7301, 5356, 7301, 7301, 7022, 6253, 5356]",54,3766.99,1763876880,1823,22,58,False,1,11181,18351,0.0987383433900164,5.8,0,"{'gold_per_min': {'raw': 368, 'pct': 0.45707070707070707}, 'xp_per_min': {'raw': 604, 'pct': 0.4217171717171717}, 'kills_per_min': {'raw': 0.09873834339001646, 'pct': 0.26262626262626265}, 'last_hits_per_min': {'raw': 1.6127262753702687, 'pct': 0.3106060606060606}, 'hero_damage_per_min': {'raw': 423.88370817334066, 'pct': 0.41919191919191917}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.6565656565656566}, 'tower_damage': {'raw': 378, 'pct': 0.4810606060606061}}",8572333657,Spirit Breaker,Phase Boots,Ghost Scepter,Wind Waker,,,Magic Stick,,,,Essence Ring,Quickened
3,0,3,104,50,127,1,108,73,36,11,0,0,950,1586,4,9,12,4,147,5,352,554,20,11741,0,0,0,20253,0,1313,426,11775,"[5595, 5597, 5595, 5596, 5595, 5598, 5595, 5597, 5596, 5596, 5597, 5598, 5596, 5597, 5598]",54,3766.99,1766203438,2400,22,59,True,0,14080,22160,0.1,1.6,1,"{'gold_per_min': {'raw': 352, 'pct': 0.16332378223495703}, 'xp_per_min': {'raw': 554, 'pct': 0.2979942693409742}, 'kills_per_min': {'raw': 0.1, 'pct': 0.1929321872015282}, 'last_hits_per_min': {'raw': 3.675, 'pct': 0.25501432664756446}, 'hero_damage_per_min': {'raw': 506.32500000000005, 'pct': 0.3027698185291309}, 'hero_healing_per_min': {'raw': 32.825, 'pct': 0.5262655205348615}, 'tower_damage': {'raw': 0, 'pct': 0.18911174785100288}}",8612848763,Legion Commander,Phase Boots,Blade Mail,Blink Dagger,Aghanim's Scepter,Bracer,Magic Wand,Quelling Blade,,,Defiant Shell,Tough
130,1,2,19,40,610,1,11,180,36,0,0,0,1168,1584,2,10,18,0,120,2,291,494,20,11298,0,0,0,17213,81,0,208,11880,"[5107, 5106, 5106, 5107, 5106, 5107, 5106, 5107, 5109, 5108, 6934, 730, 5109, 5108, 6937, 6937, 5109, 6153, 7005]",54,3766.99,1766200419,2662,22,59,False,0,12910,21917,0.0450788880540946,1.82,0,"{'gold_per_min': {'raw': 291, 'pct': 0.13220815752461323}, 'xp_per_min': {'raw': 494, 'pct': 0.27285513361462727}, 'kills_per_min': {'raw': 0.04507888805409467, 'pct': 0.10126582278481013}, 'last_hits_per_min': {'raw': 2.70473328324568, 'pct': 0.3389592123769339}, 'hero_damage_per_min': {'raw': 387.9714500375657, 'pct': 0.20534458509142053}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.8410689170182841}, 'tower_damage': {'raw': 81, 'pct': 0.14486638537271448}}",8612815448,Tiny,Dust of Appearance,Wind Waker,Blink Dagger,Quelling Blade,Arcane Boots,Magic Wand,,,,Rattlecage,Alert
4,0,4,71,50,116,127,112,252,36,40,0,0,950,1584,15,12,27,0,106,1,524,947,25,17103,0,0,0,33396,1407,125,788,16765,"[5353, 5355, 5355, 7301, 5353, 5356, 5353, 5353, 5355, 5355, 7301, 5356, 7301, 7301, 5356, 5931, 6149, 6253, 6543]",54,3766.99,1766123872,2328,22,59,True,0,20331,36743,0.3865979381443299,3.23,0,"{'gold_per_min': {'raw': 524, 'pct': 0.9318181818181818}, 'xp_per_min': {'raw': 947, 'pct': 0.928030303030303}, 'kills_per_min': {'raw': 0.38659793814432986, 'pct': 0.9696969696969697}, 'last_hits_per_min': {'raw': 2.731958762886598, 'pct': 0.6893939393939394}, 'hero_damage_per_min': {'raw': 860.7216494845361, 'pct': 0.9772727272727273}, 'hero_healing_per_min': {'raw': 3.221649484536082, 'pct': 0.7285353535353535}, 'tower_damage': {'raw': 1407, 'pct': 0.7234848484848485}}",8611481752,Spirit Breaker,Phase Boots,Black King Bar,Blade Mail,Assault Cuirass,Echo Sabre,Magic Wand,Dust of Appearance,,,Defiant Shell,Alert
4,0,4,104,50,127,1,108,149,36,11,0,0,1603,1586,2,5,20,0,140,2,365,505,18,13409,0,0,0,19463,2419,1846,499,13150,"[5595, 5597, 5596, 5595, 5595, 5598, 5595, 5597, 5596, 5597, 5596, 5598, 1113, 5597, 5596, 6671, 5598]",54,3766.99,1766121212,2263,22,59,True,1,13766,19046,0.0530269553689792,3.67,0,"{'gold_per_min': {'raw': 365, 'pct': 0.1938872970391595}, 'xp_per_min': {'raw': 505, 'pct': 0.23304680038204392}, 'kills_per_min': {'raw': 0.05302695536897924, 'pct': 0.07927411652340019}, 'last_hits_per_min': {'raw': 3.711886875828546, 'pct': 0.26838586437440304}, 'hero_damage_per_min': {'raw': 516.0318161732214, 'pct': 0.3123209169054441}, 'hero_healing_per_min': {'raw': 48.94387980556783, 'pct': 0.6876790830945558}, 'tower_damage': {'raw': 2419, 'pct': 0.5682903533906399}}",8611455053,Legion Commander,Phase Boots,Blade Mail,Blink Dagger,Aghanim's Scepter,Crystalys,Magic Wand,Quelling Blade,,,Gunpowder Gauntlet,Tough
132,1,4,87,218,108,1,180,232,4204,40,94,34,1158,1586,3,15,28,0,25,0,308,412,18,11685,0,0,0,13845,0,0,805,11905,"[5458, 5459, 5459, 5460, 5459, 5461, 5458, 5459, 5460, 5460, 5918, 5460, 5461, 5458, 5458, 5461]",54,3766.99,1766118262,2566,22,59,False,0,13172,17619,0.0701480904130943,1.94,0,"{'gold_per_min': {'raw': 308, 'pct': 0.4319419237749546}, 'xp_per_min': {'raw': 412, 'pct': 0.24682395644283123}, 'kills_per_min': {'raw': 0.07014809041309432, 'pct': 0.35208711433756806}, 'last_hits_per_min': {'raw': 0.5845674201091192, 'pct': 0.14156079854809436}, 'hero_damage_per_min': {'raw': 323.73343725643025, 'pct': 0.397459165154265}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.6950998185117967}, 'tower_damage': {'raw': 0, 'pct': 0.24682395644283123}}",8611425516,Disruptor,Observer and Sentry Wards,Aghanim's Scepter,Blink Dagger,Arcane Boots,Aether Lens,Healing Lotus,Dust of Appearance,Headdress,Magic Stick,Whisper of the Dread,Tough
131,1,3,14,127,37,1,214,232,36,0,0,0,1158,1593,9,13,16,0,63,2,314,428,18,10657,0,0,0,26556,0,0,872,10135,"[5075, 5076, 5076, 5075, 5074, 5077, 5076, 5076, 5075, 5074, 7142, 5074, 5077, 5075, 5074, 507, 5077]",54,3766.99,1766030310,2466,22,59,False,0,12905,17590,0.218978102189781,1.79,0,"{'gold_per_min': {'raw': 314, 'pct': 0.2264257481648786}, 'xp_per_min': {'raw': 428, 'pct': 0.17843026538678713}, 'kills_per_min': {'raw': 0.218978102189781, 'pct': 0.655561829474873}, 'last_hits_per_min': {'raw': 1.532846715328467, 'pct': 0.2552230378317335}, 'hero_damage_per_min': {'raw': 646.1313868613139, 'pct': 0.6871823828345568}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.8006775832862789}, 'tower_damage': {'raw': 0, 'pct': 0.269339356295878}}",8610056614,Pudge,Blade Mail,Ghost Scepter,Blink Dagger,Tranquil Boots,Aether Lens,Magic Wand,,,,Whisper of the Dread,Greedy
3,0,3,7,610,102,1,40,180,34,0,0,0,1604,1593,7,10,17,0,129,2,394,512,20,14699,0,1,0,26851,0,0,269,15480,"[5023, 5024, 5025, 5025, 5024, 5026, 5025, 5024, 5025, 5023, 5023, 744, 5026, 5023, 5024, 858, 5026, 6425]",54,3766.99,1766027240,2638,22,59,True,0,17322,22510,0.1592115238817285,2.18,0,"{'gold_per_min': {'raw': 394, 'pct': 0.38345864661654133}, 'xp_per_min': {'raw': 512, 'pct': 0.29448621553884713}, 'kills_per_min': {'raw': 0.1592115238817286, 'pct': 0.5764411027568922}, 'last_hits_per_min': {'raw': 2.934040940106141, 'pct': 0.3358395989974937}, 'hero_damage_per_min': {'raw': 610.7126611068992, 'pct': 0.6027568922305765}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.8471177944862155}, 'tower_damage': {'raw': 0, 'pct': 0.2568922305764411}}",8610026147,Earthshaker,Wind Waker,Force Staff,Blink Dagger,Dust of Appearance,Arcane Boots,Magic Stick,,,,Searing Signet,Greedy
3,0,3,39,63,100,98,119,108,218,0,0,0,1642,1583,6,12,24,0,189,3,452,659,25,20605,0,1,0,26234,1957,0,2405,19640,"[5173, 5175, 5174, 5173, 5173, 5176, 5173, 5175, 5174, 5175, 5174, 5176, 5175, 5174, 629, 5176, 590, 6115, 965]",54,3766.99,1765689543,3296,22,58,True,0,24829,36201,0.1092233009708738,2.31,0,"{'gold_per_min': {'raw': 452, 'pct': 0.3385036496350365}, 'xp_per_min': {'raw': 659, 'pct': 0.3613138686131387}, 'kills_per_min': {'raw': 0.1092233009708738, 'pct': 0.13686131386861314}, 'last_hits_per_min': {'raw': 3.4405339805825244, 'pct': 0.22536496350364962}, 'hero_damage_per_min': {'raw': 477.56067961165047, 'pct': 0.1322992700729927}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.8166058394160584}, 'tower_damage': {'raw': 1957, 'pct': 0.5392335766423357}}",8604385410,Queen of Pain,Power Treads,Eul's Scepter of Divinity,Orchid Malevolence,Shiva's Guard,Aghanim's Scepter,Observer and Sentry Wards,,,,Dezun Bloodrite,Mystical
1,0,1,26,37,102,1,232,214,108,4204,0,36,675,1593,6,12,22,0,60,4,401,642,22,16084,0,1,0,21670,583,0,909,15830,"[5044, 5046, 5044, 5045, 5046, 5047, 5046, 5046, 5044, 5044, 5045, 5047, 5045, 5045, 5918, 401, 5047, 777]",54,3766.99,1765686583,2573,22,58,True,1,17196,27531,0.1399144966964632,2.15,0,"{'gold_per_min': {'raw': 401, 'pct': 0.832226916113458}, 'xp_per_min': {'raw': 642, 'pct': 0.6741098370549186}, 'kills_per_min': {'raw': 0.13991449669646328, 'pct': 0.4894387447193724}, 'last_hits_per_min': {'raw': 1.3991449669646328, 'pct': 0.6385033192516596}, 'hero_damage_per_min': {'raw': 505.3245239020598, 'pct': 0.8461074230537116}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.7942063971031985}, 'tower_damage': {'raw': 583, 'pct': 0.656004828002414}}",8604346199,Lion,Ghost Scepter,Force Staff,Blink Dagger,Aether Lens,Tranquil Boots,Aghanim's Scepter,Healing Lotus,,Magic Wand,Psychic Headband,Greedy
132,1,4,30,232,180,254,108,1441,36,11,0,0,359,1593,11,6,19,0,46,3,453,532,17,13741,0,1,0,24996,858,9308,1666,12315,"[5140, 5138, 5140, 5139, 5138, 5141, 5138, 5140, 5138, 5140, 5139, 5141, 5139, 5139, 6524, 6995]",54,3766.99,1765683888,1850,22,58,False,1,13967,16403,0.3567567567567568,4.29,0,"{'gold_per_min': {'raw': 453, 'pct': 0.8703703703703703}, 'xp_per_min': {'raw': 532, 'pct': 0.48324514991181655}, 'kills_per_min': {'raw': 0.3567567567567568, 'pct': 0.9303350970017636}, 'last_hits_per_min': {'raw': 1.4918918918918918, 'pct': 0.63668430335097}, 'hero_damage_per_min': {'raw': 810.6810810810811, 'pct': 0.8474426807760141}, 'hero_healing_per_min': {'raw': 301.8810810810811, 'pct': 0.8483245149911817}, 'tower_damage': {'raw': 858, 'pct': 0.7239858906525574}}",8604312756,Witch Doctor,Aether Lens,Arcane Boots,Glimmer Cape,Aghanim's Scepter,Gris-Gris,Magic Wand,Quelling Blade,,,Essence Ring,Greedy
132,1,4,106,50,145,145,11,1125,34,3,11,0,828,1586,5,10,8,0,118,1,368,524,18,12329,0,0,0,15482,0,0,429,13420,"[5604, 5603, 5604, 5603, 5604, 5606, 5605, 5604, 5603, 5603, 5605, 5606, 5605, 5605, 6159, 6647, 5606]",54,3766.99,1763790562,2104,22,58,False,0,12904,18374,0.1425855513307984,1.18,0,"{'gold_per_min': {'raw': 368, 'pct': 0.14439655172413793}, 'xp_per_min': {'raw': 524, 'pct': 0.1810344827586207}, 'kills_per_min': {'raw': 0.14258555133079848, 'pct': 0.2521551724137931}, 'last_hits_per_min': {'raw': 3.365019011406844, 'pct': 0.13577586206896552}, 'hero_damage_per_min': {'raw': 441.5019011406844, 'pct': 0.08405172413793104}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.6271551724137931}, 'tower_damage': {'raw': 0, 'pct': 0.13577586206896552}}",8570511409,Ember Spirit,Phase Boots,Battle Fury,Battle Fury,Quelling Blade,Cornucopia,Magic Stick,Broadsword,Quelling Blade,,Brigand's Blade,Tough
131,1,3,41,158,63,147,160,139,26,0,0,0,1607,1584,11,8,16,0,398,6,642,998,27,28678,0,1,0,50329,4840,0,2128,27390,"[5182, 5691, 5184, 5184, 5184, 5185, 5184, 5182, 5182, 5182, 867, 5185, 5691, 5691, 5691, 5185, 6807, 6128, 6651, 856]",54,3766.99,1763704955,2855,22,58,False,1,30548,47488,0.2311733800350262,3.0,0,"{'gold_per_min': {'raw': 642, 'pct': 0.7471751412429378}, 'xp_per_min': {'raw': 998, 'pct': 0.786723163841808}, 'kills_per_min': {'raw': 0.23117338003502627, 'pct': 0.653954802259887}, 'last_hits_per_min': {'raw': 8.364273204903679, 'pct': 0.8163841807909604}, 'hero_damage_per_min': {'raw': 1057.7022767075305, 'pct': 0.9519774011299436}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9166666666666666}, 'tower_damage': {'raw': 4840, 'pct': 0.6059322033898306}}",8568897442,Faceless Void,Mjollnir,Power Treads,Manta Style,Eye of Skadi,Butterfly,Morbid Mask,,,,Magnifying Monocle,Alert
128,1,0,1,63,208,147,145,160,139,0,0,0,1641,1597,12,14,10,0,527,9,671,963,28,30552,0,0,0,35540,0,0,3002,29945,"[5003, 5004, 5004, 5003, 7314, 5006, 5004, 5004, 7314, 5003, 5003, 5006, 7314, 7314, 966, 666, 5006, 665, 6353, 1495, 6800]",54,3766.99,1763699899,3185,22,58,False,0,35618,51119,0.2260596546310831,1.47,0,"{'gold_per_min': {'raw': 671, 'pct': 0.6234042553191489}, 'xp_per_min': {'raw': 963, 'pct': 0.6329787234042553}, 'kills_per_min': {'raw': 0.22605965463108318, 'pct': 0.5914893617021276}, 'last_hits_per_min': {'raw': 9.92778649921507, 'pct': 0.7393617021276596}, 'hero_damage_per_min': {'raw': 669.5133437990581, 'pct': 0.6978723404255319}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9617021276595744}, 'tower_damage': {'raw': 0, 'pct': 0.13191489361702127}}",8568841434,Anti-Mage,Power Treads,Abyssal Blade,Manta Style,Battle Fury,Eye of Skadi,Butterfly,,,,Outworld Staff,Titanic
0,0,0,41,139,158,147,141,160,116,63,0,0,327,1588,19,11,19,0,614,13,803,1149,30,46183,1,1,0,64246,18330,125,6833,41245,"[5182, 5691, 5184, 5182, 5182, 5185, 5182, 5184, 5184, 5184, 5691, 5185, 5691, 5691, 6807, 867, 5185, 6128, 6651, 856, 868, 7388, 7001]",54,3766.99,1763611015,4039,22,58,True,1,54055,77346,0.2822480812082198,3.17,0,"{'gold_per_min': {'raw': 803, 'pct': 0.9774011299435028}, 'xp_per_min': {'raw': 1149, 'pct': 0.9209039548022598}, 'kills_per_min': {'raw': 0.2822480812082198, 'pct': 0.7796610169491526}, 'last_hits_per_min': {'raw': 9.121069571676157, 'pct': 0.9011299435028248}, 'hero_damage_per_min': {'raw': 954.3847487001733, 'pct': 0.922316384180791}, 'hero_healing_per_min': {'raw': 1.8568952711067095, 'pct': 0.9194915254237288}, 'tower_damage': {'raw': 18330, 'pct': 0.981638418079096}}",8567352813,Faceless Void,Butterfly,Mjollnir,Manta Style,Daedalus,Eye of Skadi,Black King Bar,Power Treads,,,Helm of the Undying,Fleetfooted
0,0,0,49,158,147,1,63,108,141,0,0,0,1601,1584,8,5,6,0,446,17,613,764,25,25513,0,1,0,20337,2308,0,1013,26325,"[5226, 5228, 5226, 5227, 5226, 5229, 5226, 5228, 5228, 5228, 5227, 5229, 5227, 5227, 6635, 5938, 5229, 1043, 742]",54,3766.99,1763531848,2785,22,58,True,0,28453,35462,0.1723518850987432,2.33,0,"{'gold_per_min': {'raw': 613, 'pct': 0.7667304015296367}, 'xp_per_min': {'raw': 764, 'pct': 0.6118546845124283}, 'kills_per_min': {'raw': 0.17235188509874327, 'pct': 0.5239005736137667}, 'last_hits_per_min': {'raw': 9.608617594254937, 'pct': 0.9292543021032504}, 'hero_damage_per_min': {'raw': 438.1400359066427, 'pct': 0.35372848948374763}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9541108986615678}, 'tower_damage': {'raw': 2308, 'pct': 0.3977055449330784}}",8565981615,Dragon Knight,Mjollnir,Manta Style,Blink Dagger,Power Treads,Aghanim's Scepter,Daedalus,,,,Crippling Crossbow,Alert
132,1,4,104,50,127,1,108,168,252,1122,0,0,1643,1585,16,13,10,0,155,7,464,731,24,17537,0,0,0,41050,116,888,87,18975,"[5595, 5597, 5595, 5596, 5595, 5598, 5595, 5597, 5597, 5597, 5596, 5598, 5596, 5596, 1113, 6671, 5598, 6526]",54,3766.99,1763525363,2591,22,58,False,0,20037,31567,0.3705133153222694,1.86,0,"{'gold_per_min': {'raw': 464, 'pct': 0.5157593123209169}, 'xp_per_min': {'raw': 731, 'pct': 0.6255969436485196}, 'kills_per_min': {'raw': 0.3705133153222694, 'pct': 0.8787010506208214}, 'last_hits_per_min': {'raw': 3.5893477421844846, 'pct': 0.24068767908309455}, 'hero_damage_per_min': {'raw': 950.5982246236974, 'pct': 0.8968481375358166}, 'hero_healing_per_min': {'raw': 20.56348900038595, 'pct': 0.3763132760267431}, 'tower_damage': {'raw': 116, 'pct': 0.24450811843361986}}",8565912597,Legion Commander,Phase Boots,Blade Mail,Blink Dagger,Aghanim's Scepter,Desolator,Echo Sabre,Diadem,,,Giant's Maul,Brawny
1,0,1,8,50,158,1,108,75,36,11,0,0,1603,1584,6,12,9,0,289,14,580,698,21,19011,0,0,0,20262,774,3456,1606,18345,"[5028, 5028, 5029, 5027, 5028, 5030, 5028, 5027, 5027, 5027, 7021, 5030, 5029, 5029, 5029, 1192, 5030, 6105]",54,3766.99,1763443806,2154,22,58,True,0,20822,25058,0.1671309192200557,1.15,0,"{'gold_per_min': {'raw': 580, 'pct': 0.42597402597402595}, 'xp_per_min': {'raw': 698, 'pct': 0.3238095238095238}, 'kills_per_min': {'raw': 0.1671309192200557, 'pct': 0.3523809523809524}, 'last_hits_per_min': {'raw': 8.050139275766016, 'pct': 0.4562770562770563}, 'hero_damage_per_min': {'raw': 564.4011142061281, 'pct': 0.42597402597402595}, 'hero_healing_per_min': {'raw': 96.26740947075209, 'pct': 0.3913419913419913}, 'tower_damage': {'raw': 774, 'pct': 0.258008658008658}}",8564498928,Juggernaut,Phase Boots,Mjollnir,Blink Dagger,Aghanim's Scepter,Wraith Band,Magic Wand,Quelling Blade,,,Gunpowder Gauntlet,Alert
3,0,3,100,50,108,1,168,232,36,0,0,0,1641,1583,8,13,25,0,106,6,362,696,24,15318,0,0,0,21073,110,0,1143,14465,"[7322, 5566, 5565, 7322, 7322, 5568, 7322, 5566, 5565, 5566, 5568, 5566, 5565, 5565, 5568, 6411, 6961, 6194]",54,3766.99,1763437606,2791,22,58,True,0,16839,32375,0.1719813686850591,2.36,0,"{'gold_per_min': {'raw': 362, 'pct': 0.5893271461716937}, 'xp_per_min': {'raw': 696, 'pct': 0.7819025522041764}, 'kills_per_min': {'raw': 0.17198136868505912, 'pct': 0.6728538283062645}, 'last_hits_per_min': {'raw': 2.2787531350770336, 'pct': 0.6983758700696056}, 'hero_damage_per_min': {'raw': 453.02042278753134, 'pct': 0.6473317865429234}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.7099767981438515}, 'tower_damage': {'raw': 110, 'pct': 0.3480278422273782}}",8564431049,Tusk,Phase Boots,Aghanim's Scepter,Blink Dagger,Desolator,Aether Lens,Magic Wand,,,,Outworld Staff,Mystical
0,0,0,105,180,96,176,235,108,100,0,0,0,377,1587,14,21,34,0,379,5,578,733,28,31226,0,0,0,63572,373,0,7651,23865,"[879, 5601, 879, 5601, 879, 5599, 879, 886, 5601, 5601, 886, 5599, 886, 886, 6997, 6282, 5599, 412, 6998, 6000, 6160]",54,3766.99,1763353911,4335,22,58,True,0,41760,52959,0.1937716262975778,2.18,0,"{'gold_per_min': {'raw': 578, 'pct': 0.9293078055964654}, 'xp_per_min': {'raw': 733, 'pct': 0.7864506627393225}, 'kills_per_min': {'raw': 0.19377162629757785, 'pct': 0.6170839469808542}, 'last_hits_per_min': {'raw': 5.245674740484429, 'pct': 0.8969072164948454}, 'hero_damage_per_min': {'raw': 879.8892733564014, 'pct': 0.6318114874815906}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.8468335787923417}, 'tower_damage': {'raw': 373, 'pct': 0.4108983799705449}}",8562952514,Techies,Arcane Boots,Scythe of Vyse,Ethereal Blade,Octarine Core,Aghanim's Scepter,Eul's Scepter of Divinity,,,,Minotaur Horn,Feverish
4,0,4,1,116,208,147,160,145,139,63,0,0,326,1597,21,11,14,0,913,44,834,1102,30,47692,1,0,1,59074,2998,0,6192,44135,"[5003, 5004, 7314, 5003, 5004, 5006, 5004, 5004, 7314, 5003, 7314, 5006, 7314, 5003, 666, 5006, 966, 735, 6606, 1495, 6800, 665, 6353]",54,3766.99,1763266121,4560,22,58,True,0,63384,83752,0.2763157894736842,2.92,0,"{'gold_per_min': {'raw': 834, 'pct': 0.95}, 'xp_per_min': {'raw': 1102, 'pct': 0.7851063829787234}, 'kills_per_min': {'raw': 0.2763157894736842, 'pct': 0.7138297872340426}, 'last_hits_per_min': {'raw': 12.013157894736842, 'pct': 0.9478723404255319}, 'hero_damage_per_min': {'raw': 777.2894736842105, 'pct': 0.8021276595744681}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9617021276595744}, 'tower_damage': {'raw': 2998, 'pct': 0.4308510638297872}}",8561111674,Anti-Mage,Black King Bar,Abyssal Blade,Manta Style,Eye of Skadi,Battle Fury,Butterfly,Power Treads,,,Spider Legs,Titanic
132,1,4,1,63,145,147,160,139,8,16,16,17,1643,1584,13,5,13,0,307,27,645,1049,26,24299,0,0,0,31740,5289,0,739,24005,"[5003, 5004, 5003, 7314, 5004, 5006, 5003, 7314, 5004, 5004, 7314, 5006, 5003, 7314, 966, 6800, 5006, 735, 6606]",54,3766.99,1767409608,2372,22,59,False,1,25499,41470,0.3288364249578415,4.33,0,"{'gold_per_min': {'raw': 645, 'pct': 0.5648936170212766}, 'xp_per_min': {'raw': 1049, 'pct': 0.7361702127659574}, 'kills_per_min': {'raw': 0.3288364249578415, 'pct': 0.8308510638297872}, 'last_hits_per_min': {'raw': 7.765598650927488, 'pct': 0.4031914893617021}, 'hero_damage_per_min': {'raw': 802.866779089376, 'pct': 0.8148936170212766}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9617021276595744}, 'tower_damage': {'raw': 5289, 'pct': 0.5063829787234042}}",8632847346,Anti-Mage,Power Treads,Battle Fury,Manta Style,Eye of Skadi,Butterfly,Mithril Hammer,Iron Branch,Iron Branch,Belt of Strength,Giant's Maul,Alert
